"LGA","Rank","Cause_of_death","Deaths","Per_cent_of_all_causes","Crude_rate","Age-standardised_rate_(per_100,000)","Rate_ratio_(relative_to_all_of_Australia)"
"Port Lincoln",NA,"All causes",613.20112,100,836.75955,565.59663,1.1011004
"Port Pirie",1,"Dementia / Alzheimer's",107.26339,11.432126,120.81446,63.670133,1.4973499
"Port Pirie",2,"Coronary Heart Disease",95.677288,10.19728,107.76463,64.441018,1.1886387
"Port Pirie",3,"Lung Cancer",56.161259,5.985664,63.256366,37.047259,1.3511871
"Port Pirie",4,"Stroke / Cerebrovascular Disease",44.166634,4.7072775,49.746406,29.138392,0.9806685
"Port Pirie",5,"Chronic Obstructive Pulmonary Disease",42.145133,4.491826,47.46952,27.178364,1.227884
"Port Pirie",6,"Colorectal Cancer",41.107506,4.3812358,46.300804,28.841657,1.7026361
"Port Pirie",7,"Other Ill-defined Causes",36.059128,3.84318,40.614642,23.767469,3.2044581
"Port Pirie",8,"Heart Failure / Ill-defined Heart Disease",36.037627,3.8408884,40.590425,21.557582,2.1550007
"Port Pirie",9,"Pancreatic Cancer",26.016126,2.7727973,29.302861,20.09943,1.9706871
"Port Pirie",10,"Influenza / Pneumonia",25.026877,2.6673632,28.188636,15.194534,1.6756923
"Port Pirie",11,"Diabetes",22.225763,2.3688206,25.033644,14.670807,0.9386737
"Port Pirie",12,"Kidney Failure",17.032252,1.8152965,19.184014,NA,NA
"Port Pirie",13,"Unknown / Ill-defined Cancer",16.043002,1.7098623,18.069788,NA,NA
"Port Pirie",14,"Septicaemia (A40–A41)",14.005375,1.4926922,15.774738,NA,NA
"Port Pirie",15,"Accidental Falls",13.08063,1.3941328,14.733165,NA,NA
"Port Pirie",16,"Hypertensive Disease",13.075254,1.3935599,14.727111,NA,NA
"Port Pirie",17,"Breast Cancer",12.043002,1.2835426,13.56445,NA,NA
"Port Pirie",18,"Melanoma of the skin (C43)",12.021501,1.281251,13.540232,NA,NA
"Port Pirie",19,"Kidney cancer (C64)",12,1.2789594,13.516015,NA,NA
"Port Pirie",20,"Liver disease (K70–K76)",11.059128,1.1786813,12.456278,NA,NA
"Port Pirie",NA,"Top 20 leading causes",652.24688,69.516437,NA,NA,NA
"Port Pirie",NA,"All causes",938.26281,100,1056.7978,647.13003,1.2598291
"Prospect",1,"Dementia / Alzheimer's",72,11.82266,65.803904,48.526239,1.1412063
"Prospect",2,"Coronary Heart Disease",72,11.82266,65.803904,51.171439,0.9438764
"Prospect",3,"Stroke / Cerebrovascular Disease",32,5.2545156,29.24618,22.795065,0.7671803
"Prospect",4,"Colorectal Cancer",25,4.1050903,22.848578,18.321752,1.0816049
"Prospect",5,"Diabetes",23,3.7766831,21.020692,16.130348,1.0320587
"Prospect",6,"Chronic Obstructive Pulmonary Disease",23,3.7766831,21.020692,18.905,0.8541039
"Prospect",7,"Lung Cancer",21,3.4482759,19.192805,18.223071,0.6646316
"Prospect",8,"Accidental Falls",19,3.1198686,17.364919,NA,NA
"Prospect",9,"Unknown / Ill-defined Cancer",18,2.955665,16.450976,NA,NA
"Prospect",10,"Influenza / Pneumonia",17,2.7914614,15.537033,NA,NA
"Prospect",11,"Breast Cancer",16,2.6272578,14.62309,NA,NA
"Prospect",12,"Other Ill-defined Causes",13,2.134647,11.881261,NA,NA
"Prospect",13,"Suicide",13,2.134647,11.881261,NA,NA
"Prospect",14,"Pancreatic Cancer",11,1.8062397,10.053374,NA,NA
"Prospect",15,"Heart Failure / Ill-defined Heart Disease",11,1.8062397,10.053374,NA,NA
"Prospect",16,"Kidney Failure",9,1.4778325,8.225488,NA,NA
"Prospect",17,"Leukaemia (C91–C95)",8,1.3136289,7.3115449,NA,NA
"Prospect",18,"Parkinson disease (G20)",8,1.3136289,7.3115449,NA,NA
"Prospect",19,"Hypertensive Disease",8,1.3136289,7.3115449,NA,NA
"Prospect",20,"Bladder cancer (C67)",7,1.1494253,6.3976018,NA,NA
"Prospect",NA,"Top 20 leading causes",426,69.950739,NA,NA,NA
"Prospect",NA,"All causes",609,100,556.59136,460.08804,0.8956968
"Renmark Paringa",1,"Dementia / Alzheimer's",42,9.8130841,84.405145,47.77724,1.1235919
"Renmark Paringa",2,"Coronary Heart Disease",32,7.4766355,64.308682,37.714433,0.6956569
"Renmark Paringa",3,"Stroke / Cerebrovascular Disease",27,6.3084112,54.26045,32.893397,1.1070452
"Renmark Paringa",4,"Lung Cancer",25,5.8411215,50.241158,31.641045,1.1540117
"Renmark Paringa",5,"Chronic Obstructive Pulmonary Disease",25,5.8411215,50.241158,32.050402,1.4479965
"Renmark Paringa",6,"Heart Failure / Ill-defined Heart Disease",17,3.9719626,34.163987,NA,NA
"Renmark Paringa",7,"Colorectal Cancer",16,3.7383178,32.154341,NA,NA
"Renmark Paringa",8,"Accidental Falls",15,3.5046729,30.144695,NA,NA
"Renmark Paringa",9,"Other Ill-defined Causes",12,2.8037383,24.115756,NA,NA
"Renmark Paringa",10,"Unknown / Ill-defined Cancer",11,2.5700935,22.106109,NA,NA
"Renmark Paringa",11,"Prostate Cancer",11,2.5700935,22.106109,NA,NA
"Renmark Paringa",12,"Non-rheumatic valve disorders (I34–I38)",10,2.3364486,20.096463,NA,NA
"Renmark Paringa",13,"Diabetes",9,2.1028037,18.086817,NA,NA
"Renmark Paringa",14,"Suicide",9,2.1028037,18.086817,NA,NA
"Renmark Paringa",15,"Liver Cancer",8,1.8691589,16.07717,NA,NA
"Renmark Paringa",16,"Leukaemia (C91–C95)",8,1.8691589,16.07717,NA,NA
"Renmark Paringa",17,"Hypertensive Disease",8,1.8691589,16.07717,NA,NA
"Renmark Paringa",18,"Breast Cancer",7,1.635514,14.067524,NA,NA
"Renmark Paringa",19,"Kidney Failure",7,1.635514,14.067524,NA,NA
"Renmark Paringa",20,"Pancreatic Cancer",6,1.4018692,12.057878,NA,NA
"Renmark Paringa",NA,"Top 20 leading causes",305,71.261682,NA,NA,NA
"Renmark Paringa",NA,"All causes",428,100,860.12862,541.15661,1.0535207
"Robe",1,"Coronary Heart Disease",10.757513,14.285714,139.47722,NA,NA
"Robe",2,"Prostate Cancer",3.984264,5.2910053,51.658229,NA,NA
"Robe",3,"Stroke / Cerebrovascular Disease",3.5858376,4.7619048,46.492406,NA,NA
"Robe",4,"Lung Cancer",3.5858376,4.7619048,46.492406,NA,NA
"Robe",5,"Colorectal Cancer",3.1874112,4.2328042,41.326583,NA,NA
"Robe",6,"Dementia / Alzheimer's",3.1874112,4.2328042,41.326583,NA,NA
"Robe",7,"Hypertensive Disease",2.7889848,3.7037037,36.16076,NA,NA
"Robe",8,"Chronic Obstructive Pulmonary Disease",2.7889848,3.7037037,36.16076,NA,NA
"Robe",9,"Pancreatic Cancer",2.3905584,3.1746032,30.994937,NA,NA
"Robe",10,"Diabetes",2.3905584,3.1746032,30.994937,NA,NA
"Robe",11,"Non-rheumatic valve disorders (I34–I38)",2.3905584,3.1746032,30.994937,NA,NA
"Robe",12,"Liver disease (K70–K76)",1.992132,2.6455026,25.829115,NA,NA
"Robe",13,"Melanoma of the skin (C43)",1.5937056,2.1164021,20.663292,NA,NA
"Robe",14,"Selected metabolic disorders excl. dehydration (E70–E89 excl. E86, E87)",1.5937056,2.1164021,20.663292,NA,NA
"Robe",15,"Heart Failure / Ill-defined Heart Disease",1.5937056,2.1164021,20.663292,NA,NA
"Robe",16,"Accidental Falls",1.5937056,2.1164021,20.663292,NA,NA
"Robe",17,"Septicaemia (A40–A41)",1.1952792,1.5873016,15.497469,NA,NA
"Robe",18,"Liver Cancer",1.1952792,1.5873016,15.497469,NA,NA
"Robe",19,"Lymphomas (C81–C86, C96)",1.1952792,1.5873016,15.497469,NA,NA
"Robe",20,"Cardiomyopathy (I42)",1.1952792,1.5873016,15.497469,NA,NA
"Robe",NA,"Top 20 leading causes",54.18599,71.957672,NA,NA,NA
"Robe",NA,"All causes",75.30259,100,976.34053,496.56422,0.9667085
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Roxby Downs",NA,".",NA,NA,NA,NA,NA
"Salisbury",1,"Dementia / Alzheimer's",486.00962,10.06156,66.920149,59.414471,1.3972682
"Salisbury",2,"Coronary Heart Disease",446.12753,9.2359061,61.428663,55.200733,1.0181982
"Salisbury",3,"Lung Cancer",317.19713,6.5667387,43.675843,39.323038,1.4341893
"Salisbury",4,"Stroke / Cerebrovascular Disease",227.95084,4.7191271,31.387247,28.079798,0.9450409
"Salisbury",5,"Chronic Obstructive Pulmonary Disease",227.57714,4.7113905,31.335791,28.033543,1.2665199
"Salisbury",6,"Other Ill-defined Causes",178.86465,3.7029257,24.62842,22.137619,2.984713
"Salisbury",7,"Diabetes",152.01297,3.1470318,20.931131,18.809337,1.2034669
"Salisbury",8,"Colorectal Cancer",140.05592,2.8994922,19.284727,17.381679,1.0261087
"Salisbury",9,"Influenza / Pneumonia",111.64678,2.3113552,15.372987,13.60927,1.5008653
"Salisbury",10,"Accidental Falls",108.27133,2.2414754,14.908211,13.331464,1.3760374
"Salisbury",11,"Unknown / Ill-defined Cancer",102.66023,2.1253122,14.135601,12.710596,1.3449315
"Salisbury",12,"Suicide",99.345413,2.0566874,13.679173,13.769342,1.0918306
"Salisbury",13,"Pancreatic Cancer",97.61016,2.0207636,13.440241,12.325874,1.2085139
"Salisbury",14,"Heart Failure / Ill-defined Heart Disease",80.705507,1.6707969,11.112588,10.01224,1.0008722
"Salisbury",15,"Prostate Cancer",80.457427,1.665661,11.078429,9.9995711,0.9402349
"Salisbury",16,"Breast Cancer",78.113603,1.6171382,10.755701,9.9969093,0.978298
"Salisbury",17,"Liver disease (K70–K76)",72.332766,1.4974611,9.9597195,9.2999551,1.2870468
"Salisbury",18,"Liver Cancer",67.620973,1.3999157,9.3109384,8.4436685,1.2261905
"Salisbury",19,"Kidney Failure",62.086819,1.2853455,8.5489238,7.545274,1.0481917
"Salisbury",20,"Leukaemia (C91–C95)",58.824184,1.2178012,8.0996817,7.3607936,1.1878465
"Salisbury",NA,"Top 20 leading causes",3195.471,66.153886,NA,NA,NA
"Salisbury",NA,"All causes",4830.3602,100,665.10706,602.89509,1.1737128
"Southern Mallee",1,"Coronary Heart Disease",17.540677,17.548256,170.09947,NA,NA
"Southern Mallee",2,"Dementia / Alzheimer's",7.4375715,7.4407851,72.125325,NA,NA
"Southern Mallee",3,"Stroke / Cerebrovascular Disease",4.7296805,4.7317241,45.865743,NA,NA
"Southern Mallee",4,"Chronic Obstructive Pulmonary Disease",3.3793865,3.3808467,32.771362,NA,NA
"Southern Mallee",5,"Diabetes",3.3764653,3.3779242,32.743034,NA,NA
"Southern Mallee",6,"Pancreatic Cancer",3.3691623,3.3706181,32.672214,NA,NA
"Southern Mallee",7,"Lung Cancer",2.7137334,2.714906,26.316238,NA,NA
"Southern Mallee",8,"Unknown / Ill-defined Cancer",2.700588,2.7017549,26.188762,NA,NA
"Southern Mallee",9,"Prostate Cancer",2.6976668,2.6988324,26.160434,NA,NA
"Southern Mallee",10,"Cardiac Arrhythmias",2.6947456,2.69591,26.132105,NA,NA
"Southern Mallee",11,"Land transport accidents (V01–V89)",2.6947456,2.69591,26.132105,NA,NA
"Southern Mallee",12,"Other Ill-defined Causes",2.693285,2.6944487,26.117941,NA,NA
"Southern Mallee",13,"Colorectal Cancer",2.0393167,2.0401979,19.77613,NA,NA
"Southern Mallee",14,"Heart Failure / Ill-defined Heart Disease",2.0261713,2.0270468,19.648653,NA,NA
"Southern Mallee",15,"Accidental Falls",2.0247107,2.0255855,19.634489,NA,NA
"Southern Mallee",16,"Pulmonary oedema and other interstitial pulmonary diseases (J80–J84)",2.0232501,2.0241243,19.620325,NA,NA
"Southern Mallee",17,"Influenza / Pneumonia",2.0217895,2.0226631,19.606161,NA,NA
"Southern Mallee",18,"Liver disease (K70–K76)",1.3546758,1.3552611,13.136873,NA,NA
"Southern Mallee",19,"Breast Cancer",1.3532152,1.3537999,13.122709,NA,NA
"Southern Mallee",20,"Septicaemia (A40–A41)",1.3517546,1.3523387,13.108545,NA,NA
"Southern Mallee",NA,"Top 20 leading causes",70.222591,70.252933,NA,NA,NA
"Southern Mallee",NA,"All causes",99.95681,100,969.32412,508.02458,0.9890194
"Streaky Bay",1,"Coronary Heart Disease",10.040497,12.037595,91.057409,NA,NA
"Streaky Bay",2,"Dementia / Alzheimer's",9.4609154,11.342732,85.801172,NA,NA
"Streaky Bay",3,"Stroke / Cerebrovascular Disease",3.5450292,4.2501508,32.149919,NA,NA
"Streaky Bay",4,"Prostate Cancer",2.9654473,3.5552875,26.893683,NA,NA
"Streaky Bay",5,"Diabetes",2.9579431,3.5462907,26.825627,NA,NA
"Streaky Bay",6,"Land transport accidents (V01–V89)",2.9579431,3.5462907,26.825627,NA,NA
"Streaky Bay",7,"Other Ill-defined Causes",2.9429347,3.5282971,26.689515,NA,NA
"Streaky Bay",8,"Chronic Obstructive Pulmonary Disease",2.3783612,2.8514275,21.569391,NA,NA
"Streaky Bay",9,"Lung Cancer",2.370857,2.8424307,21.501335,NA,NA
"Streaky Bay",10,"Pancreatic Cancer",2.3483444,2.8154402,21.297168,NA,NA
"Streaky Bay",11,"Pulmonary heart disease and diseases of pulmonary circulation (I26–I28)",2.3483444,2.8154402,21.297168,NA,NA
"Streaky Bay",12,"Cardiac Arrhythmias",1.7837709,2.1385706,16.177043,NA,NA
"Streaky Bay",13,"Colorectal Cancer",1.7762667,2.1295738,16.108987,NA,NA
"Streaky Bay",14,"Liver Cancer",1.7762667,2.1295738,16.108987,NA,NA
"Streaky Bay",15,"Lymphomas (C81–C86, C96)",1.7687625,2.120577,16.040932,NA,NA
"Streaky Bay",16,"Diseases of the musculoskeletal system and connective tissue (M00–M99)",1.7687625,2.120577,16.040932,NA,NA
"Streaky Bay",17,"Suicide",1.7687625,2.120577,16.040932,NA,NA
"Streaky Bay",18,"Bladder cancer (C67)",1.7612583,2.1115802,15.972876,NA,NA
"Streaky Bay",19,"Heart Failure / Ill-defined Heart Disease",1.1966848,1.4347106,10.852751,NA,NA
"Streaky Bay",20,"Kidney Failure",1.1966848,1.4347106,10.852751,NA,NA
"Streaky Bay",NA,"Top 20 leading causes",59.113837,70.871833,NA,NA,NA
"Streaky Bay",NA,"All causes",83.409493,100,756.44184,676.75892,1.3175105
"Tatiara",1,"Coronary Heart Disease",32,12.075472,91.919685,56.76165,1.0469899
"Tatiara",2,"Other Ill-defined Causes",27,10.188679,77.557234,47.374429,6.3872757
"Tatiara",3,"Chronic Obstructive Pulmonary Disease",16,6.0377358,45.959843,NA,NA
"Tatiara",4,"Dementia / Alzheimer's",14,5.2830189,40.214862,NA,NA
"Tatiara",5,"Lung Cancer",11,4.1509434,31.597392,NA,NA
"Tatiara",6,"Stroke / Cerebrovascular Disease",11,4.1509434,31.597392,NA,NA
"Tatiara",7,"Heart Failure / Ill-defined Heart Disease",10,3.7735849,28.724902,NA,NA
"Tatiara",8,"Land transport accidents (V01–V89)",9,3.3962264,25.852411,NA,NA
"Tatiara",9,"Diabetes",8,3.0188679,22.979921,NA,NA
"Tatiara",10,"Prostate Cancer",7,2.6415094,20.107431,NA,NA
"Tatiara",11,"Liver Cancer",6,2.2641509,17.234941,NA,NA
"Tatiara",12,"Hypertensive Disease",6,2.2641509,17.234941,NA,NA
"Tatiara",13,"Suicide",6,2.2641509,17.234941,NA,NA
"Tatiara",14,"Colorectal Cancer",5,1.8867925,14.362451,NA,NA
"Tatiara",15,"Leukaemia (C91–C95)",5,1.8867925,14.362451,NA,NA
"Tatiara",16,"Diseases of the musculoskeletal system and connective tissue (M00–M99)",5,1.8867925,14.362451,NA,NA
"Tatiara",17,"Stomach cancer (C16)",4,1.509434,11.489961,NA,NA
"Tatiara",18,"Pancreatic Cancer",4,1.509434,11.489961,NA,NA
"Tatiara",19,"Kidney cancer (C64)",4,1.509434,11.489961,NA,NA
"Tatiara",20,"Parkinson disease (G20)",4,1.509434,11.489961,NA,NA
"Tatiara",NA,"Top 20 leading causes",194,73.207547,NA,NA,NA
"Tatiara",NA,"All causes",265,100,761.20989,498.93257,0.9713192
"Tea Tree Gully",1,"Dementia / Alzheimer's",395.49746,11.535779,78.281934,49.448859,1.1629038
"Tea Tree Gully",2,"Coronary Heart Disease",323.95557,9.449061,64.121444,42.728205,0.7881378
"Tea Tree Gully",3,"Stroke / Cerebrovascular Disease",173.36365,5.0566309,34.314359,22.841703,0.76875
"Tea Tree Gully",4,"Chronic Obstructive Pulmonary Disease",155.04399,4.5222873,30.688297,20.640701,0.9325207
"Tea Tree Gully",5,"Lung Cancer",154.53005,4.5072969,30.586572,20.997669,0.7658267
"Tea Tree Gully",6,"Other Ill-defined Causes",135.23614,3.9445363,26.767672,18.163561,2.4489091
"Tea Tree Gully",7,"Colorectal Cancer",134.61095,3.9263009,26.643926,19.140268,1.1299251
"Tea Tree Gully",8,"Diabetes",90.264935,2.6328267,17.866395,11.991492,0.7672446
"Tea Tree Gully",9,"Accidental Falls",69.67677,2.0323159,13.791321,9.1465718,0.9440843
"Tea Tree Gully",10,"Breast Cancer",65.289692,1.9043546,12.922974,9.6504418,0.9443927
"Tea Tree Gully",11,"Prostate Cancer",64.649234,1.8856739,12.796206,8.5138457,0.8005358
"Tea Tree Gully",12,"Pancreatic Cancer",61.723329,1.8003318,12.217074,8.382438,0.8218722
"Tea Tree Gully",13,"Influenza / Pneumonia",58.696511,1.7120462,11.617967,7.3419124,0.809685
"Tea Tree Gully",14,"Unknown / Ill-defined Cancer",58.04837,1.6931414,11.489678,7.4842623,0.7919235
"Tea Tree Gully",15,"Liver Cancer",50.236951,1.4652998,9.9435421,6.8847999,0.9998115
"Tea Tree Gully",16,"Heart Failure / Ill-defined Heart Disease",49.165634,1.4340519,9.7314935,6.2747242,0.6272519
"Tea Tree Gully",17,"Cardiac Arrhythmias",46.837375,1.3661417,9.2706545,5.8860725,0.8286741
"Tea Tree Gully",18,"Parkinson disease (G20)",46.658447,1.3609228,9.2352388,6.0455435,0.9732777
"Tea Tree Gully",19,"Liver disease (K70–K76)",45.74206,1.3341938,9.0538556,7.6690657,1.0613434
"Tea Tree Gully",20,"Suicide",43.992028,1.2831493,8.7074669,8.4251389,0.6680656
"Tea Tree Gully",NA,"Top 20 leading causes",2223.2191,64.846342,NA,NA,NA
"Tea Tree Gully",NA,"All causes",3428.4419,100,678.60123,466.84571,0.9088526
"Coorong",1,"Coronary Heart Disease",29.923046,12.195144,107.70856,67.383744,1.2429184
"Coorong",2,"Dementia / Alzheimer's",23.938369,9.7560879,86.166607,50.333149,1.1837
"Coorong",3,"Lung Cancer",14.961461,6.0975468,53.854058,NA,NA
"Coorong",4,"Colorectal Cancer",13.964025,5.6910417,50.263769,NA,NA
"Coorong",5,"Stroke / Cerebrovascular Disease",12.966624,5.2845505,46.673605,NA,NA
"Coorong",6,"Chronic Obstructive Pulmonary Disease",9.9743235,4.0650378,35.902763,NA,NA
"Coorong",7,"Diabetes",7.9794657,3.252033,28.722236,NA,NA
"Coorong",8,"Unknown / Ill-defined Cancer",5.984601,2.4390255,21.541683,NA,NA
"Coorong",9,"Liver disease (K70–K76)",5.9845872,2.4390199,21.541633,NA,NA
"Coorong",10,"Kidney Failure",5.9845803,2.4390171,21.541608,NA,NA
"Coorong",11,"Heart Failure / Ill-defined Heart Disease",4.9871652,2.0325203,17.951394,NA,NA
"Coorong",12,"Breast Cancer",4.9871583,2.0325175,17.951369,NA,NA
"Coorong",13,"Cardiomyopathy (I42)",4.9871445,2.0325119,17.95132,NA,NA
"Coorong",14,"Prostate Cancer",3.9897432,1.6260207,14.361155,NA,NA
"Coorong",15,"Accidental Falls",3.9897363,1.6260179,14.36113,NA,NA
"Coorong",16,"Certain conditions originating in the perinatal period, congenital malformations, deformations and chromosomal abnormalities (P00–P96, Q00–Q99 excl. P28.5)",3.9897294,1.6260151,14.361105,NA,NA
"Coorong",17,"Septicaemia (A40–A41)",3.9897294,1.6260151,14.361105,NA,NA
"Coorong",18,"Lymphomas (C81–C86, C96)",3.9897225,1.6260123,14.361081,NA,NA
"Coorong",19,"Benign neoplasms, in situ and uncertain behaviour (D00–D48)",3.9897156,1.6260095,14.361056,NA,NA
"Coorong",20,"Pancreatic Cancer",2.9923212,1.2195212,10.770916,NA,NA
"Coorong",NA,"Top 20 leading causes",173.55325,70.731666,NA,NA,NA
"Coorong",NA,"All causes",245.36853,100,883.2086,549.33255,1.0694375
"Tumby Bay",1,"Coronary Heart Disease",13.212804,11.851841,93.701482,NA,NA
"Tumby Bay",2,"Heart Failure / Ill-defined Heart Disease",7.0192923,6.2962816,49.778843,NA,NA
"Tumby Bay",3,"Lung Cancer",4.9548036,4.4444421,35.138071,NA,NA
"Tumby Bay",4,"Chronic Obstructive Pulmonary Disease",4.9548036,4.4444421,35.138071,NA,NA
"Tumby Bay",5,"Diabetes",4.9547988,4.4444378,35.138037,NA,NA
"Tumby Bay",6,"Stroke / Cerebrovascular Disease",4.5419217,4.0740885,32.210029,NA,NA
"Tumby Bay",7,"Prostate Cancer",4.5419073,4.0740756,32.209926,NA,NA
"Tumby Bay",8,"Dementia / Alzheimer's",3.7161363,3.3333618,26.353791,NA,NA
"Tumby Bay",9,"Leukaemia (C91–C95)",3.7160955,3.3333252,26.353502,NA,NA
"Tumby Bay",10,"Influenza / Pneumonia",3.7160907,3.3333208,26.353468,NA,NA
"Tumby Bay",11,"Accidental Falls",3.7160883,3.3333187,26.353451,NA,NA
"Tumby Bay",12,"Hypertensive Disease",3.303204,2.9629629,23.425392,NA,NA
"Tumby Bay",13,"Pancreatic Cancer",3.3031944,2.9629543,23.425324,NA,NA
"Tumby Bay",14,"Cardiac Arrhythmias",2.8903101,2.5925984,20.497265,NA,NA
"Tumby Bay",15,"Other Ill-defined Causes",2.8902933,2.5925834,20.497145,NA,NA
"Tumby Bay",16,"Colorectal Cancer",2.477409,2.2222275,17.569086,NA,NA
